"تفسير القرآن لابن كثير",books_and_reference,"6.1.1.1","Apr 06 2016","Android 2.3.2+",11.1 MB,"Golden-Soft",https://download.apkpure.com/c/APK/1122/016ea714b732c63a?fn=%D8%AA%D9%81%D8%B3%D9%8A%D8%B1%20%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86%20%D9%84%D8%A7%D8%A8%D9%86%20%D9%83%D8%AB%D9%8A%D8%B1_v6.1.1.1_apkpure.com.apk&k=9da09aa34355176a60fe7b4d14e642825724c4f2&p=com.goldensoft.Interpretationkathir&c=1%7CBOOKS_AND_REFERENCE
"AlReader -any text book reader",books_and_reference,"1.751602210","Feb 20 2016","Android 1.6+",6.3 MB,"Alan.Neverland",https://download.apkpure.com/c/APK/801/0140a017185166be?fn=AlReader%20any%20text%20book%20reader_v1.751602210_apkpure.com.apk&k=baa54a9758d7f51d7734468d2e88fbec5724c4f2&p=com.neverland.alreader&c=1%7CBOOKS_AND_REFERENCE
"Learn English",books_and_reference,"9.3.0","Dec 11 2015","Android 2.3.4+",11.3 MB,"Bravolol - Language Learning",https://download.apkpure.com/c/APK/549/0120e8845a1760fd?fn=Learn%20English_v9.3.0_apkpure.com.apk&k=6f8492b5bfe0261b07f8e864a1254c8b5724c4f2&p=com.bravolang.english&c=1%7CBOOKS_AND_REFERENCE
"رياض الصالحين مع الشرح المبسط",books_and_reference,"3.1","Mar 28 2016","Android 2.3.2+",8.3 MB,"Al-Reda Apps",https://download.apkpure.com/c/APK/1054/015f69cb2932ead0?fn=%D8%B1%D9%8A%D8%A7%D8%B6%20%D8%A7%D9%84%D8%B5%D8%A7%D9%84%D8%AD%D9%8A%D9%86%20%D9%85%D8%B9%20%D8%A7%D9%84%D8%B4%D8%B1%D8%AD%20%D8%A7%D9%84%D9%85%D8%A8%D8%B3%D8%B7_v3.1_apkpure.com.apk&k=9cbe6dd337cbe599f0938e13ffbafe6b5724c4f2&p=com.reda.riyadh&c=1%7CBOOKS_AND_REFERENCE
"King James Bible (KJV) Free",books_and_reference,"1.8.4","Apr 20 2016","Android 2.3.2+",5.5 MB,"Salem New Media",https://download.apkpure.com/c/APK/1209/0188b3fa0c0d9aa3?fn=King%20James%20Bible%20KJV%20Free_v1.8.4_apkpure.com.apk&k=8038ae3cc76d600fbd9cdb6c16f7794f5724c4f2&p=com.hmobile.biblekjv&c=1%7CBOOKS_AND_REFERENCE
"الأحاديث القدسية مع الشرح",books_and_reference,"2.0","Apr 01 2016","Android 4.0+",2.6 MB,"Al-Reda Apps",https://download.apkpure.com/c/APK/1088/016751dcdc63ada8?fn=%D8%A7%D9%84%D8%A3%D8%AD%D8%A7%D8%AF%D9%8A%D8%AB%20%D8%A7%D9%84%D9%82%D8%AF%D8%B3%D9%8A%D8%A9%20%D9%85%D8%B9%20%D8%A7%D9%84%D8%B4%D8%B1%D8%AD_v2.0_apkpure.com.apk&k=c817fa12703253f1aa7e2a747f5eb3a35724c4f2&p=com.reda.holyhadiths&c=1%7CBOOKS_AND_REFERENCE
"Scribd - A World of Books",books_and_reference,"4.3.1","Apr 07 2016","Android 4.0.3+",27.8 MB,"Scribd, Inc.",https://download.apkpure.com/c/APK/1136/0172635113f24cb1?fn=Scribd%20A%20World%20of%20Books_v4.3.1_apkpure.com.apk&k=a14e252374e007ff910e3f61fe7729345724c4f2&p=com.scribd.app.reader0&c=1%7CBOOKS_AND_REFERENCE
"English Dictionary - Offline",books_and_reference,"8.11","Dec 31 2014","Android 2.2+",26.0 MB,"IronServices.com",https://download.apkpure.com/c/APK/248/010a911ec58e6af0?fn=English%20Dictionary%20Offline_v8.11_apkpure.com.apk&k=bf19643e0a6431c426ebcaa40de1db2f5724c4f2&p=com.ironServices.fullDictionary&c=1%7CBOOKS_AND_REFERENCE
"HOLY QURAN - القرآن الكريم",books_and_reference,"1.0.4","Dec 10 2015","Android 2.3.2+",58.8 MB,"FanzeTech",https://download.apkpure.com/c/APK/547/0120b3cda720e567?fn=HOLY%20QURAN%20%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86%20%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85_v1.0.4_apkpure.com.apk&k=3120ebf95fe229c1232e65642e44f6435724c4f2&p=com.fanzetech.quran&c=1%7CBOOKS_AND_REFERENCE
"Spanish-English offline dict.",books_and_reference,"2.6","Feb 23 2016","Android 4.0.3+",2.8 MB,"DIC-o",https://download.apkpure.com/c/APK/814/0141fc3bea68d4ad?fn=Spanish%20English%20offline%20dict_v2.6_apkpure.com.apk&k=bd07da9b6bb42e60f59903c01d72bfb85724c4f2&p=com.dic_o.dico_eng_spa&c=1%7CBOOKS_AND_REFERENCE
"ColorDict Dictionary",books_and_reference,"4.4.1","Nov 17 2015","Android 4.0+",740.4 KB,"Notes",https://download.apkpure.com/c/APK/517/011dfb5aec3cebb9?fn=ColorDict%20Dictionary_v4.4.1_apkpure.com.apk&k=0be7ebdb8b3bba673631c1762cd633d85724c4f2&p=com.socialnmobile.colordict&c=1%7CBOOKS_AND_REFERENCE
"Sky Map",books_and_reference,"1.8.3","Apr 05 2016","Android 4.0.3+",3.2 MB,"Sky Map Devs",https://download.apkpure.com/c/APK/1099/016d0da78f6889db?fn=Sky%20Map_v1.8.3_apkpure.com.apk&k=35ef93aebb11d3e55b03135b39e67fc45724c4f2&p=com.google.android.stardroid&c=1%7CBOOKS_AND_REFERENCE
"Ensiklopedi Hadits 9 Imam",books_and_reference,"2.0.11","Mar 27 2016","Android 4.0.3+",37.3 MB,"Saltanera",null
"Spanish Dictionary - Offline",books_and_reference,"3.0","Feb 18 2016","Android 2.3.4+",8.2 MB,"Livio",https://download.apkpure.com/c/APK/798/014006b88bd95e8d?fn=Spanish%20Dictionary%20Offline_v3.0_apkpure.com.apk&k=5e02903b9c63f9d330ba67c684c441fd5724c54e&p=livio.pack.lang.es_ES&c=1%7CBOOKS_AND_REFERENCE
"Bing Search",books_and_reference,"6.1.25181858","Apr 11 2016","Android 4.0+",14.7 MB,"Microsoft Corporation",https://download.apkpure.com/c/APK/1147/0178f8a3f1e7f62c?fn=Bing%20Search_v6.1.25181858_apkpure.com.apk&k=defd83a2a41d03a50fcd60c0dc03c18f5724c54e&p=com.microsoft.bing&c=1%7CBOOKS_AND_REFERENCE
"Burmese English Translator",books_and_reference,"2.2","Jan 05 2016","Android 3.0+",229.8 KB,"GK Apps",https://download.apkpure.com/c/APK/668/0129a6bfaa471c69?fn=Burmese%20English%20Translator_v2.2_apkpure.com.apk&k=a8d4704f3938ab075f1939f6dcc1f37c5724c54e&p=an.BurmeseTranslate&c=1%7CBOOKS_AND_REFERENCE
"French - English offline dict.",books_and_reference,"2.6","Mar 18 2016","Android 4.0.3+",2.6 MB,"DIC-o",https://download.apkpure.com/c/APK/816/0143039131b90605?fn=French%20English%20offline%20dict_v2.6_apkpure.com.apk&k=8396a51143f8105608adb9f80692c4995724c54e&p=com.dic_o.dico_eng_fra&c=1%7CBOOKS_AND_REFERENCE
"Audiobooks from Audible",books_and_reference,"2.4.0","Apr 11 2016","Android 4.1+",27.8 MB,"Audible, Inc",https://download.apkpure.com/c/APK/1149/01779f5b7eb82b92?fn=Audiobooks%20from%20Audible_v2.4.0_apkpure.com.apk&k=20806204f60a3a37a1433ad5520b5f855724c54e&p=com.audible.application&c=1%7CBOOKS_AND_REFERENCE
"قاموس المعاني عربي عربي",books_and_reference,"1.0","Jul 29 2015","Android 2.3.2+",2.5 MB,"Ghazi Yasin",https://download.apkpure.com/c/APK/364/011271c9873b0442?fn=%D9%82%D8%A7%D9%85%D9%88%D8%B3%20%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D9%86%D9%8A%20%D8%B9%D8%B1%D8%A8%D9%8A%20%D8%B9%D8%B1%D8%A8%D9%8A_v1.0_apkpure.com.apk&k=ba8c3407c9699d7557d78dee11e4bfa05724c54e&p=www.sawatop.com.dict&c=1%7CBOOKS_AND_REFERENCE
"صحيح مسلم",books_and_reference,"3.1","Mar 28 2016","Android 2.3.2+",17.4 MB,"Al-Reda Apps",https://download.apkpure.com/c/APK/1058/015f5761829ec90e?fn=%D8%B5%D8%AD%D9%8A%D8%AD%20%D9%85%D8%B3%D9%84%D9%85_v3.1_apkpure.com.apk&k=c5b771ba31a33e6904081cb04576cdc85724c54e&p=com.reda.sahihmuslim&c=1%7CBOOKS_AND_REFERENCE
"Read Quran Offline",books_and_reference,"3.9","Jul 06 2015","Android 2.3.2+",35.2 MB,"Mohamed Hussien",https://download.apkpure.com/c/APK/281/010bb2e6eb84a595?fn=Read%20Quran%20Offline_v3.9_apkpure.com.apk&k=0e4da52eb9b9ccd6a8e69bf9510a7f895724c54e&p=com.mohamedhussien.readquran.offline&c=1%7CBOOKS_AND_REFERENCE
"Game Cheats",books_and_reference,"1.6","Feb 16 2016","Android 2.3.2+",1.6 MB,"Mihael",https://download.apkpure.com/c/APK/776/013bae046cc53c0b?fn=Game%20Cheats_v1.6_apkpure.com.apk&k=c86969f347c58bbbdd02cf28b3e1e9c35724c54e&p=co.gamecheat.gamecheats&c=1%7CBOOKS_AND_REFERENCE
"NIV Bible (New International)",books_and_reference,"2.3","Jun 13 2015","Android 4.0.3+",6.7 MB,"Bible Study Org",https://download.apkpure.com/c/APK/838/01463a38a64af0ca?fn=NIV%20Bible%20New%20International_v2.3_apkpure.com.apk&k=6baec78367f73a3679ae3589dc3a26095724c54e&p=com.bible.nivbible&c=1%7CBOOKS_AND_REFERENCE
"Dictionnaire Français",books_and_reference,"1.6","Mar 09 2015","Android 2.3.2+",13.3 MB,"Your Smart Apps",https://download.apkpure.com/c/APK/426/0116c24499e86dce?fn=Dictionnaire%20Fran%C3%A7ais_v1.6_apkpure.com.apk&k=fad8e475beadb6e3d5e4be7d03d03a165724c54e&p=dictionnaire.francaise&c=1%7CBOOKS_AND_REFERENCE
"صحيح البخاري",books_and_reference,"6.1.1.1","Apr 06 2016","Android 2.3.2+",6.8 MB,"Golden-Soft",https://download.apkpure.com/c/APK/1123/016edd025ae6a794?fn=%D8%B5%D8%AD%D9%8A%D8%AD%20%D8%A7%D9%84%D8%A8%D8%AE%D8%A7%D8%B1%D9%8A_v6.1.1.1_apkpure.com.apk&k=0c823f61333ac8cff240da751d18082c5724c54e&p=com.goldensoft.sahihbukhari&c=1%7CBOOKS_AND_REFERENCE
"Pleco Chinese Dictionary",books_and_reference,"3.2.28","Mar 28 2016","Android 4.0.3+",17.8 MB,"Pleco Software",null
"Kikuyu Bible",books_and_reference,"1.0","Apr 03 2015","Android 1.6+",3.0 MB,"Your Smart Apps",https://download.apkpure.com/c/APK/283/010b9903310f93fd?fn=Kikuyu%20Bible_v1.0_apkpure.com.apk&k=e8ccaf3319677f6ace9b32efd1fc22c95724c54e&p=kikuyu.holy.bible.AOVGUEHTERZFTWPYRJ&c=1%7CBOOKS_AND_REFERENCE
"Holy Bible NKJV Offline",books_and_reference,"2.1.1","Jul 06 2015","Android 2.3.2+",5.2 MB,"SOFTCRAFT",https://download.apkpure.com/c/APK/283/010b5ea45e33f896?fn=Holy%20Bible%20NKJV%20Offline_v2.1.1_apkpure.com.apk&k=9e9ad96e7c311d4e8a95aee5dbd860995724c54e&p=com.softcraft.englishnkjvbible&c=1%7CBOOKS_AND_REFERENCE
"ﻗﺎﺭﺉ ﻛﺘﺐ ﺍﻟﻤﻜﺘﺒﺔ ﺍﻟﺸﺎﻣﻠﺔ ﻣﺠﺎﻧﻲ",books_and_reference,"2.4","Oct 05 2013","Android 1.5+",2.8 MB,"Smarter Soft",https://download.apkpure.com/c/APK/278/010bdaf77c78c7f6?fn=%EF%BB%97%EF%BA%8E%EF%BA%AD%EF%BA%89%20%EF%BB%9B%EF%BA%98%EF%BA%90%20%EF%BA%8D%EF%BB%9F%EF%BB%A4%EF%BB%9C%EF%BA%98%EF%BA%92%EF%BA%94%20%EF%BA%8D%EF%BB%9F%EF%BA%B8%EF%BA%8E%EF%BB%A3%EF%BB%A0%EF%BA%94%20%EF%BB%A3%EF%BA%A0%EF%BA%8E%EF%BB%A7%EF%BB%B2_v2.4_apkpure.com.apk&k=30c4a11abde3e6421633f452064e21b95724c54e&p=com.smartersoft.alshamelafree&c=1%7CBOOKS_AND_REFERENCE
"Bible en français Louis Segond",books_and_reference,"3.7.3","Dec 03 2015","Android 2.3.2+",8.7 MB,"MartinVillar.com",https://download.apkpure.com/c/APK/994/01509d4ab91afbd5?fn=Bible%20en%20fran%C3%A7ais%20Louis%20Segond_v3.7.3_apkpure.com.apk&k=37e8df0a1e88d3792bb774d8c13de8a95724c54e&p=com.martinvillar.android.bibliaenfrances&c=1%7CBOOKS_AND_REFERENCE
"Pro Cheat For Clash Of Clans",books_and_reference,"1","Nov 21 2015","Android 2.3.2+",2.0 MB,"Devcenter",https://download.apkpure.com/c/APK/312/010e14b714c917f6?fn=Pro%20Cheat%20For%20Clash%20Of%20Clans_v1_apkpure.com.apk&k=83e3915109175a638083c0d5998485235724c54e&p=com.khahanh.newcocsc&c=1%7CBOOKS_AND_REFERENCE
"Ayah - A Quran Reading App",books_and_reference,"3.1.2","Oct 24 2015","Android 4.0+",61.0 MB,"Tafsir Center",https://download.apkpure.com/c/APK/315/010e6d66bd6f6715?fn=Ayah%20A%20Quran%20Reading%20App_v3.1.2_apkpure.com.apk&k=7ac7c9539441918f26988f9255f676675724c54e&p=com.ayah&c=1%7CBOOKS_AND_REFERENCE
"اقرأ لي- كتب وأخبار مسموعة",books_and_reference,"2.4.1.9","Apr 19 2016","Android 2.3.2+",11.5 MB,"Innovolve LLC",https://download.apkpure.com/c/APK/1196/01877ae13dd29688?fn=%D8%A7%D9%82%D8%B1%D8%A3%20%D9%84%D9%8A%20%D9%83%D8%AA%D8%A8%20%D9%88%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1%20%D9%85%D8%B3%D9%85%D9%88%D8%B9%D8%A9_v2.4.1.9_apkpure.com.apk&k=a1fe8b29724abe2d236c290347c0259e5724c5b0&p=com.innovolve.iqraaly&c=1%7CBOOKS_AND_REFERENCE
"Kho Truyện Teen - Offline",books_and_reference,"1.1","Jun 09 2015","Android 2.3.2+",12.9 MB,"AppBookVN",https://download.apkpure.com/c/APK/437/0118144bad1e406e?fn=Kho%20Truy%E1%BB%87n%20Teen%20Offline_v1.1_apkpure.com.apk&k=9a6ca7bb9111765c1ebab62d8a7d954d5724c5b0&p=com.appbookvn.khotruyenteenp1&c=1%7CBOOKS_AND_REFERENCE
"Manipuri Calendar 2016",books_and_reference,"2.0","Oct 15 2015","Android 2.3.2+",5.6 MB,"CSKS-InfoTech",https://download.apkpure.com/c/APK/836/01488c10d8552016?fn=Manipuri%20Calendar%202016_v2.0_apkpure.com.apk&k=b1d421d2a5943433c18fd3511c14cfd85724c5b0&p=org.skchingtham.manipuricalendar2016&c=1%7CBOOKS_AND_REFERENCE
"القرآن الكريم صوت وصورة",books_and_reference,"0.4","Mar 22 2014","Android 2.1+",464.3 KB,"@a_alghanem_a",https://download.apkpure.com/c/APK/854/014861d5f3177ab9?fn=%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86%20%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85%20%D8%B5%D9%88%D8%AA%20%D9%88%D8%B5%D9%88%D8%B1%D8%A9_v0.4_apkpure.com.apk&k=3914d391dc62bf32b28462b12c47e9cd5724c5b0&p=com.wquran308&c=1%7CBOOKS_AND_REFERENCE
"قصص الأنبياء كاملة بدون انترنت",books_and_reference,"1.1","Oct 17 2015","Android 2.3.2+",2.2 MB,"Sagesse",https://download.apkpure.com/c/APK/481/011b207a19504118?fn=%D9%82%D8%B5%D8%B5%20%D8%A7%D9%84%D8%A3%D9%86%D8%A8%D9%8A%D8%A7%D8%A1%20%D9%83%D8%A7%D9%85%D9%84%D8%A9%20%D8%A8%D8%AF%D9%88%D9%86%20%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA_v1.1_apkpure.com.apk&k=8d421cd8bd155d79535d1dc4696be82e5724c5b0&p=com.qissass.anbiyae.kamila&c=1%7CBOOKS_AND_REFERENCE
"English Arabic Dictionary Free",books_and_reference,"2.83","Aug 20 2015","Android 3.1+",7.1 MB,"SE Develop",https://download.apkpure.com/c/APK/354/011131dec484c4b4?fn=English%20Arabic%20Dictionary%20Free_v2.83_apkpure.com.apk&k=fddc3874345f359e916c4a1883a7a9765724c5b0&p=com.akdevelopment.dict.enarabic.free&c=1%7CBOOKS_AND_REFERENCE
"King Roots All Device",books_and_reference,"2.0","Apr 04 2016","Android 2.3.2+",1.9 MB,"RedWire Apps",https://download.apkpure.com/c/APK/1121/016e9e6a7716e3e9?fn=King%20Roots%20All%20Device_v2.0_apkpure.com.apk&k=f2d474951f0701b8cb18438b169a1e6c5724c5b0&p=net.citra.kingroots&c=1%7CBOOKS_AND_REFERENCE
"English Hindi Dictionary",books_and_reference,"7.0.0.3","Mar 05 2016","Android 2.3.4+",6.6 MB,"HinKhoj",https://download.apkpure.com/c/APK/364/01123d6bc18a83cc?fn=English%20Hindi%20Dictionary_v7.0.0.3_apkpure.com.apk&k=798037a2f5563253d1274f8be7d7f7355724c5b0&p=HinKhoj.Dictionary&c=1%7CBOOKS_AND_REFERENCE
"Manipuri Calendar 2015-16",books_and_reference,"2016 Calendar 1.1","Jan 24 2016","Android 3.0+",2.9 MB,"amraanta",https://download.apkpure.com/c/APK/695/01305d5d48f0b777?fn=Manipuri%20Calendar%202015%2016_v2016%20Calendar%201.1_apkpure.com.apk&k=5fa397eb859513d6baf7bd4842a302445724c5b0&p=com.joy.calendar2015&c=1%7CBOOKS_AND_REFERENCE
"Advanced Offline Dictionary",books_and_reference,"2.2.1","Mar 30 2016","Android 4.0+",23.9 MB,"movin'App",https://download.apkpure.com/c/APK/1063/01629d901ff9fdc5?fn=Advanced%20Offline%20Dictionary_v2.2.1_apkpure.com.apk&k=3367b21a7c611577792cee4e998c20a45724c5b0&p=com.movinapp.dict.english.american&c=1%7CBOOKS_AND_REFERENCE
"Bible Audio MP3",books_and_reference,"55.0","Apr 18 2016","Android 2.2+",6.0 MB,"Lco",https://download.apkpure.com/c/APK/1195/018634d815f0bd91?fn=Bible%20Audio%20MP3_v55.0_apkpure.com.apk&k=7202270e83d2870d834ed99f13f9c71e5724c5b0&p=com.holy_bible_audio_mp3.holy_bible_audio_mp3&c=1%7CBOOKS_AND_REFERENCE
"لسان العرب",books_and_reference,"6.1.1.1","Apr 06 2016","Android 2.3.2+",16.1 MB,"Golden-Soft",https://download.apkpure.com/c/APK/828/01715f7fa23e9861?fn=%D9%84%D8%B3%D8%A7%D9%86%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8_v6.1.1.1_apkpure.com.apk&k=97689ffaf12e51d307c85c0106cfe3015724c5b0&p=com.goldensoft.sanarabs&c=1%7CBOOKS_AND_REFERENCE
"null",books_and_reference,"null","null","null",null,"null",https://download.apkpure.com/c/APK/685/0129ad85ad0c15e2?fn=Sin%C3%B3nimos%20y%20Ant%C3%B3nimos%20Offline_v1.0.0_apkpure.com.apk&k=82bcbca1a8c07586b4399437858c47e45724c5b0&p=com.dict.sinonimos&c=1%7CBOOKS_AND_REFERENCE
"La Biblia en Español",books_and_reference,"2.69","Apr 06 2016","Android 3.0+",9.9 MB,"Warp Studios",https://download.apkpure.com/c/APK/1122/016e6c9abb3d71ac?fn=La%20Biblia%20en%20Espa%C3%B1ol_v2.69_apkpure.com.apk&k=0ba366352e77113d42aa58921dc1ea8b5724c5b0&p=com.azwstudios.theholybible.em&c=1%7CBOOKS_AND_REFERENCE
"বুখারী শরীফ,  সম্পূর্ণ,  ফ্রি",books_and_reference,"grand3","Apr 20 2016","Android 4.0.3+",4.0 MB,"Md Mamunur Rasid",https://download.apkpure.com/c/APK/1206/0188f197e516e597?fn=%E0%A6%AC%E0%A7%81%E0%A6%96%E0%A6%BE%E0%A6%B0%E0%A7%80%20%E0%A6%B6%E0%A6%B0%E0%A7%80%E0%A6%AB%20%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%A3%20%E0%A6%AB%E0%A7%8D%E0%A6%B0%E0%A6%BF_vgrand3_apkpure.com.apk&k=7e80213f80903da2e93f87f755e65c9f5724c5b0&p=bendroidapp.dailyhadithtwo&c=1%7CBOOKS_AND_REFERENCE
"Cheat Codes GTA Vice City",books_and_reference,"6","Jan 21 2016","Android 4.0+",15.1 MB,"Anna Nova",https://download.apkpure.com/c/APK/664/012f238199c9b468?fn=Cheat%20Codes%20GTA%20Vice%20City_v6_apkpure.com.apk&k=0a9f7aebaee906e0f08f8c0a5a1fcb475724c5b0&p=best.vice.city.cheats&c=1%7CBOOKS_AND_REFERENCE
"SSManga - Manga Book Reader",books_and_reference,"12.1.4","Sep 03 2015","Android 2.3.2+",2.9 MB,"The Group Developer",https://download.apkpure.com/c/APK/319/010e8b84d582b9c8?fn=SSManga%20Manga%20Book%20Reader_v12.1.4_apkpure.com.apk&k=2da98ecef8822a3361011523349272d65724c5b0&p=com.happy.ssmanga&c=1%7CBOOKS_AND_REFERENCE
"Flash on WebView",books_and_reference,"0.15","Dec 24 2010","Android 1.6+",214.2 KB,"nambudenki",https://download.apkpure.com/c/APK/250/010a912d6103cbf7?fn=Flash%20on%20WebView_v0.15_apkpure.com.apk&k=2c01fd357cff30be356b4b22d97d496c5724c5b0&p=com.nambudenki.android.fow&c=1%7CBOOKS_AND_REFERENCE
"Holy Bible (KJV)",books_and_reference,"1.4","Jul 02 2014","Android 1.6+",1.8 MB,"Solvus Lab",https://download.apkpure.com/c/APK/387/011467b757f43244?fn=Holy%20Bible%20KJV_v1.4_apkpure.com.apk&k=3ffb107365bbe9f4efe5eb0723d34c465724c5b0&p=com.solvus_lab.android.BibleEN_kjv&c=1%7CBOOKS_AND_REFERENCE
"تفسير الاحلام الشامل",books_and_reference,"5.5","Jan 06 2016","Android 2.3.2+",7.4 MB,"DrMSI",https://download.apkpure.com/c/APK/645/012a2e9a20f108ba?fn=%D8%AA%D9%81%D8%B3%D9%8A%D8%B1%20%D8%A7%D9%84%D8%A7%D8%AD%D9%84%D8%A7%D9%85%20%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%84_v5.5_apkpure.com.apk&k=d82a86dd61f635fca0cda69bba22cc405724c5b0&p=bz.ddd.ahlam&c=1%7CBOOKS_AND_REFERENCE
"Prem Valobashar Golpo",books_and_reference,"1.0","May 24 2015","Android 1.6+",531.9 KB,"Mohima Nuha",https://download.apkpure.com/c/APK/486/011bb7ec9b5c8c8e?fn=Prem%20Valobashar%20Golpo_v1.0_apkpure.com.apk&k=deebf10bffdfad2f4d53d4a36acaa91e5724c61c&p=com.prehargolpo.floydfrancis.AOUXKFEKUCUHHJGH&c=1%7CBOOKS_AND_REFERENCE
"COC Base Designs",books_and_reference,"1.0","Jul 10 2015","Android 2.3.2+",21.6 MB,"FNR Apps",https://download.apkpure.com/c/APK/383/011383bf0839c354?fn=COC%20Base%20Designs_v1.0_apkpure.com.apk&k=32347ea21fc0264149c3dd69661459245724c61c&p=com.fnr.cocbasedesigns&c=1%7CBOOKS_AND_REFERENCE
"السيرة النبوية الصحيحة كاملة",books_and_reference,"1.0","Jul 18 2015","Android 2.3.4+",4.4 MB,"AtlasData",https://download.apkpure.com/c/APK/321/010efe1a8f7bae82?fn=%D8%A7%D9%84%D8%B3%D9%8A%D8%B1%D8%A9%20%D8%A7%D9%84%D9%86%D8%A8%D9%88%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%AD%D8%A9%20%D9%83%D8%A7%D9%85%D9%84%D8%A9_v1.0_apkpure.com.apk&k=21af7f82664d340cd2e75d4eed68cc285724c61c&p=com.atlasdata.sira.nabawiya&c=1%7CBOOKS_AND_REFERENCE
"Golden Dictionary (FR-AR)",books_and_reference,"6.1.1.5","Mar 22 2016","Android 2.3.2+",5.2 MB,"Golden-Soft",https://download.apkpure.com/c/APK/1010/0151ec71faa383c9?fn=Golden%20Dictionary%20FR%20AR_v6.1.1.5_apkpure.com.apk&k=e2146c929c3e3f8ab58b0e1d53aad9515724c61c&p=com.goldensoft.dictionaryfrfree&c=1%7CBOOKS_AND_REFERENCE
"100000+ SMS Messages",books_and_reference,"2.5","Jan 16 2016","Android 2.3.2+",4.9 MB,"Mobizerg",https://download.apkpure.com/c/APK/749/012d0ed322f6cefc?fn=100000%20SMS%20Messages_v2.5_apkpure.com.apk&k=de50958d990a506ecfa6f492d3eba5e05724c61c&p=com.frozenex.latestnewsms&c=1%7CBOOKS_AND_REFERENCE
"Advanced English & Thesaurus",books_and_reference,"5.1.024","Jan 26 2016","Android 4.0+",14.1 MB,"MobiSystems",https://download.apkpure.com/c/APK/737/0130ea4761ba69dc?fn=Advanced%20English%20Thesaurus_v5.1.024_apkpure.com.apk&k=06a3d0ed1ba6eb3a8a5d450b907a15c55724c61c&p=com.mobisystems.msdict.embedded.wireless.wordnet&c=1%7CBOOKS_AND_REFERENCE
"پیامک فارسی Farsi SMS",books_and_reference,"1.0","Jan 07 2016","Android 2.3.2+",11.2 MB,"Khadim Hussain Rasooli",https://download.apkpure.com/c/APK/619/012a9251493f5b0c?fn=%D9%BE%DB%8C%D8%A7%D9%85%DA%A9%20%D9%81%D8%A7%D8%B1%D8%B3%DB%8C%20Farsi%20SMS_v1.0_apkpure.com.apk&k=294910f5281c98ab93fc85e32b7b91dd5724c61c&p=com.latest.farsi.sms&c=1%7CBOOKS_AND_REFERENCE
"iQuran Lite",books_and_reference,"2.5.4","Jul 19 2014","Android 2.2+",15.5 MB,"Guided Ways Technologies Ltd",https://download.apkpure.com/c/APK/318/010e6c7792ec6c10?fn=iQuran%20Lite_v2.5.4_apkpure.com.apk&k=cc17b50e1e795bbfd2a35cb42e8faeea5724c61c&p=com.guidedways.iQuran&c=1%7CBOOKS_AND_REFERENCE
"English Persian Dictionary",books_and_reference,"4.3.9","Apr 22 2016","Android 4.0.3+",4.8 MB,"Xung Le",null
"Al Quran",books_and_reference,"2.2","Dec 18 2015","Android 2.3.2+",4.5 MB,"EALIM TECHNOLOGY LIMITED",https://download.apkpure.com/c/APK/571/01231f30c5e34c81?fn=Al%20Quran_v2.2_apkpure.com.apk&k=26da56197dc6de5faae559f89615d9785724c61c&p=com.eAlimTech.Quran&c=1%7CBOOKS_AND_REFERENCE
"Oxford Grammar and Punctuation",books_and_reference,"5.1.030","Mar 01 2016","Android 4.0+",14.0 MB,"MobiSystems",https://download.apkpure.com/c/APK/230/01024f5248209c33?fn=Oxford%20Grammar%20and%20Punctuation_v5.1.030_apkpure.com.apk&k=c4e2664830a8c46b43c44a041b5149155724c61c&p=com.mobisystems.msdict.embedded.wireless.oxford.azgrammarandpunctuation&c=1%7CBOOKS_AND_REFERENCE
"المعجم الوسيط",books_and_reference,"6.1.1.1","Apr 08 2016","Android 2.3.2+",4.6 MB,"Golden-Soft",https://download.apkpure.com/c/APK/1136/017422dfe95af59e?fn=%D8%A7%D9%84%D9%85%D8%B9%D8%AC%D9%85%20%D8%A7%D9%84%D9%88%D8%B3%D9%8A%D8%B7_v6.1.1.1_apkpure.com.apk&k=3f46dc86e4b652bfc05df34f444a72aa5724c61c&p=com.goldensoft.mediatorlexicon&c=1%7CBOOKS_AND_REFERENCE
"酒神全本",books_and_reference,"1.1.3","Jun 02 2015","Android 2.3.2+",5.1 MB,"卫斌",https://download.apkpure.com/c/APK/385/0113f136fbbf89c4?fn=%E9%85%92%E7%A5%9E%E5%85%A8%E6%9C%AC_v1.1.3_apkpure.com.apk&k=6b4a0896914b8b0b4b004eebe1e0dc9e5724c61c&p=com.book.project.jiushen&c=1%7CBOOKS_AND_REFERENCE
